origin,destination,operator,date,hour,month,day_of_week,scheduled_departure,mins_late,cancelled
Edinburgh Waverley,Glasgow Central,LNER,2024-02-18,11,2,Sunday,1115,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-28,23,1,Sunday,2300,0,False
London Waterloo,Southampton Central,South Western Railway,2024-10-15,5,10,Tuesday,0500,6,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-19,8,1,Friday,0800,4,False
London Kings Cross,Leeds,LNER,2024-05-07,8,5,Tuesday,0830,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-11,20,5,Saturday,2045,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-06-26,18,6,Wednesday,1815,10,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-25,4,4,Thursday,0445,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-10,17,4,Wednesday,1700,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-19,18,12,Thursday,1800,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-31,11,1,Wednesday,1145,70,False
London Victoria,Gatwick Airport,Southern,2024-11-01,19,11,Friday,1945,19,False
London Kings Cross,Leeds,LNER,2024-04-21,17,4,Sunday,1700,34,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-05,18,1,Friday,1845,8,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-03,7,8,Saturday,0715,7,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-06-21,19,6,Friday,1945,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-09,7,10,Wednesday,0715,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-05,6,4,Friday,0630,2,False
London Kings Cross,Leeds,LNER,2024-10-08,21,10,Tuesday,2130,15,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-13,18,11,Wednesday,1845,0,False
London Victoria,Gatwick Airport,Southern,2024-03-25,18,3,Monday,1815,6,False
London Waterloo,Southampton Central,South Western Railway,2024-12-29,12,12,Sunday,1245,1,False
London Waterloo,Southampton Central,South Western Railway,2024-05-03,14,5,Friday,1400,5,False
London Victoria,Gatwick Airport,Southern,2024-07-05,13,7,Friday,1345,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-02,21,9,Monday,2130,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-20,10,1,Saturday,1000,7,False
London Kings Cross,Leeds,LNER,2024-09-03,10,9,Tuesday,1000,6,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-22,6,2,Thursday,0630,8,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-05,6,10,Saturday,0630,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-31,14,7,Wednesday,1400,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-11,4,7,Thursday,0415,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-06-22,17,6,Saturday,1730,2,False
London Victoria,Gatwick Airport,Southern,2024-07-22,13,7,Monday,1315,3,False
London Waterloo,Southampton Central,South Western Railway,2024-08-19,4,8,Monday,0430,2,False
London Victoria,Gatwick Airport,Southern,2024-05-23,23,5,Thursday,2330,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-28,23,4,Sunday,2300,22,False
London Kings Cross,Leeds,LNER,2024-09-11,18,9,Wednesday,1815,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-17,6,12,Tuesday,0600,4,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-18,18,7,Thursday,1815,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-13,16,12,Friday,1600,0,False
London Victoria,Gatwick Airport,Southern,2024-11-05,15,11,Tuesday,1545,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-28,3,2,Wednesday,0345,11,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-20,18,5,Monday,1830,8,False
London Paddington,Cardiff Central,Great Western Railway,2024-01-18,0,1,Thursday,0045,9,False
Birmingham New St,London Euston,Avanti West Coast,2024-12-29,6,12,Sunday,0615,19,False
London Victoria,Gatwick Airport,Southern,2024-08-07,15,8,Wednesday,1530,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-10,6,8,Saturday,0630,0,True
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-31,22,7,Wednesday,2200,4,False
London Victoria,Gatwick Airport,Southern,2024-08-24,15,8,Saturday,1530,2,False
London Kings Cross,Leeds,LNER,2024-06-09,17,6,Sunday,1745,2,False
London Kings Cross,Leeds,LNER,2024-05-22,20,5,Wednesday,2045,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-02-16,11,2,Friday,1145,3,False
London Kings Cross,Leeds,LNER,2024-11-21,17,11,Thursday,1745,3,False
London Waterloo,Southampton Central,South Western Railway,2024-05-18,19,5,Saturday,1930,0,False
London Victoria,Gatwick Airport,Southern,2024-11-16,17,11,Saturday,1715,2,False
London Kings Cross,Leeds,LNER,2024-04-13,16,4,Saturday,1645,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-07-26,17,7,Friday,1700,3,False
London Kings Cross,Leeds,LNER,2024-06-15,9,6,Saturday,0945,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-09-22,14,9,Sunday,1400,5,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-11,19,12,Wednesday,1930,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-22,6,10,Tuesday,0645,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-05-10,10,5,Friday,1000,6,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-31,18,1,Wednesday,1845,3,False
London Victoria,Gatwick Airport,Southern,2024-04-18,21,4,Thursday,2130,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-29,14,5,Wednesday,1445,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-03-02,16,3,Saturday,1630,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-14,18,2,Wednesday,1800,6,False
London Kings Cross,Leeds,LNER,2024-09-04,15,9,Wednesday,1500,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-16,14,3,Saturday,1430,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-10-19,16,10,Saturday,1630,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-09,22,3,Saturday,2200,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-30,19,10,Wednesday,1900,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-02-01,14,2,Thursday,1445,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-25,2,3,Monday,0200,3,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-19,13,5,Sunday,1315,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-03,11,10,Thursday,1145,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-31,19,1,Wednesday,1930,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-06-11,11,6,Tuesday,1145,2,False
London Victoria,Gatwick Airport,Southern,2024-11-02,13,11,Saturday,1300,1,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-22,9,10,Tuesday,0900,5,False
London Kings Cross,Leeds,LNER,2024-02-01,7,2,Thursday,0715,0,False
London Waterloo,Southampton Central,South Western Railway,2024-04-20,6,4,Saturday,0645,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-09,21,7,Tuesday,2115,11,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-12,18,5,Sunday,1800,0,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-09-20,9,9,Friday,0915,2,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-03,6,3,Sunday,0615,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-07-02,19,7,Tuesday,1915,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-09,6,4,Tuesday,0645,3,False
London Kings Cross,Leeds,LNER,2024-09-29,21,9,Sunday,2145,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-08-26,6,8,Monday,0615,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-22,1,2,Thursday,0115,9,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-05,17,10,Saturday,1730,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-16,0,8,Friday,0015,0,False
London Waterloo,Southampton Central,South Western Railway,2024-11-19,16,11,Tuesday,1615,7,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-03,16,7,Wednesday,1600,3,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-29,16,12,Sunday,1630,8,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-08-03,15,8,Saturday,1545,3,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-08,19,7,Monday,1930,6,False
London Kings Cross,Leeds,LNER,2024-07-07,12,7,Sunday,1215,2,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-16,8,1,Tuesday,0815,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-09-28,9,9,Saturday,0915,9,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-19,16,4,Friday,1600,3,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-21,17,4,Sunday,1700,0,False
London Kings Cross,Leeds,LNER,2024-10-31,13,10,Thursday,1345,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-03-06,9,3,Wednesday,0945,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-11-22,17,11,Friday,1700,1,False
London Victoria,Gatwick Airport,Southern,2024-08-01,12,8,Thursday,1230,1,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-06,6,5,Monday,0630,3,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-27,9,9,Friday,0930,3,False
London Kings Cross,Leeds,LNER,2024-02-22,8,2,Thursday,0845,2,False
London Victoria,Gatwick Airport,Southern,2024-10-20,17,10,Sunday,1745,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-04,7,1,Thursday,0730,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-10,18,8,Saturday,1830,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-21,1,4,Sunday,0115,0,False
London Kings Cross,Leeds,LNER,2024-04-14,9,4,Sunday,0945,2,False
London Kings Cross,Leeds,LNER,2024-07-18,17,7,Thursday,1745,0,False
London Kings Cross,Leeds,LNER,2024-04-14,8,4,Sunday,0845,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-07,10,12,Saturday,1000,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-07,13,10,Monday,1345,6,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-19,10,3,Tuesday,1030,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-06,12,12,Friday,1230,4,False
London Victoria,Gatwick Airport,Southern,2024-09-04,23,9,Wednesday,2300,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-09-10,5,9,Tuesday,0545,6,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-25,0,2,Sunday,0030,10,False
London Victoria,Gatwick Airport,Southern,2024-08-10,21,8,Saturday,2130,0,False
London Waterloo,Southampton Central,South Western Railway,2024-10-03,11,10,Thursday,1100,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-13,21,9,Friday,2100,8,False
Birmingham New St,London Euston,Avanti West Coast,2024-10-10,7,10,Thursday,0730,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-14,8,9,Saturday,0845,3,False
Birmingham New St,London Euston,Avanti West Coast,2024-11-06,18,11,Wednesday,1830,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-14,3,6,Friday,0315,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-07-20,18,7,Saturday,1815,10,False
London Waterloo,Southampton Central,South Western Railway,2024-05-08,14,5,Wednesday,1430,23,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-07-18,1,7,Thursday,0115,5,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-24,7,1,Wednesday,0730,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-02,15,6,Sunday,1500,8,False
London Paddington,Cardiff Central,Great Western Railway,2024-08-23,11,8,Friday,1100,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-04-05,7,4,Friday,0730,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-28,14,6,Friday,1445,9,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-22,18,1,Monday,1830,1,False
London Waterloo,Southampton Central,South Western Railway,2024-04-20,9,4,Saturday,0945,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-04-24,13,4,Wednesday,1330,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-10-27,9,10,Sunday,0945,7,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-05,7,2,Monday,0730,2,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-02-17,20,2,Saturday,2000,4,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-11-07,15,11,Thursday,1500,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-01,9,7,Monday,0900,5,False
London Waterloo,Southampton Central,South Western Railway,2024-09-29,11,9,Sunday,1145,5,False
London Paddington,Cardiff Central,Great Western Railway,2024-10-01,0,10,Tuesday,0030,1,False
London Waterloo,Southampton Central,South Western Railway,2024-10-12,20,10,Saturday,2030,34,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-10-29,7,10,Tuesday,0715,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-10,2,3,Sunday,0230,15,False
London Waterloo,Southampton Central,South Western Railway,2024-12-12,4,12,Thursday,0445,4,False
Birmingham New St,London Euston,Avanti West Coast,2024-03-20,17,3,Wednesday,1730,10,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-12-19,20,12,Thursday,2015,1,False
London Kings Cross,Leeds,LNER,2024-11-28,7,11,Thursday,0700,6,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-07,8,8,Wednesday,0800,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-25,3,11,Monday,0300,4,False
London Kings Cross,Leeds,LNER,2024-12-13,16,12,Friday,1615,13,False
Birmingham New St,London Euston,Avanti West Coast,2024-09-10,15,9,Tuesday,1515,2,False
London Waterloo,Southampton Central,South Western Railway,2024-05-25,18,5,Saturday,1830,0,False
Edinburgh Waverley,Glasgow Central,LNER,2024-01-11,19,1,Thursday,1945,4,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-01-25,22,1,Thursday,2230,5,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-26,19,1,Friday,1945,38,False
London Victoria,Gatwick Airport,Southern,2024-12-18,19,12,Wednesday,1900,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-10-04,17,10,Friday,1745,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-05-19,11,5,Sunday,1130,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-07-25,0,7,Thursday,0030,2,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-08,17,3,Friday,1745,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-12-16,16,12,Monday,1630,5,False
London Victoria,Gatwick Airport,Southern,2024-11-07,23,11,Thursday,2300,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-11-13,9,11,Wednesday,0945,2,False
London Waterloo,Southampton Central,South Western Railway,2024-05-27,11,5,Monday,1145,1,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-23,5,1,Tuesday,0530,0,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-08-28,23,8,Wednesday,2345,6,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-12-17,10,12,Tuesday,1045,9,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-03-11,18,3,Monday,1845,1,False
London Victoria,Gatwick Airport,Southern,2024-03-06,8,3,Wednesday,0845,5,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-11-29,2,11,Friday,0245,9,False
London Paddington,Cardiff Central,Great Western Railway,2024-12-16,8,12,Monday,0815,7,False
London Paddington,Cardiff Central,Great Western Railway,2024-04-15,4,4,Monday,0415,0,False
London Waterloo,Southampton Central,South Western Railway,2024-03-18,9,3,Monday,0945,0,True
Birmingham New St,London Euston,Avanti West Coast,2024-11-13,8,11,Wednesday,0845,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-29,9,1,Monday,0915,67,False
London Waterloo,Southampton Central,South Western Railway,2024-04-11,18,4,Thursday,1815,0,False
Birmingham New St,London Euston,Avanti West Coast,2024-01-09,9,1,Tuesday,0915,2,False
London Kings Cross,Leeds,LNER,2024-12-30,6,12,Monday,0600,0,False
London Victoria,Gatwick Airport,Southern,2024-04-25,17,4,Thursday,1730,1,False
London Euston,Manchester Piccadilly,Avanti West Coast,2024-01-16,18,1,Tuesday,1845,1,False
London Waterloo,Southampton Central,South Western Railway,2024-09-03,15,9,Tuesday,1515,6,False
London Kings Cross,Leeds,LNER,2024-02-28,11,2,Wednesday,1115,8,False
Edinburgh Waverley,Glasgow Central,LNER,2024-09-14,5,9,Saturday,0500,1,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-06-08,7,6,Saturday,0745,7,False
Manchester Piccadilly,Leeds,TransPennine Express,2024-12-13,9,12,Friday,0945,7,False
Birmingham New St,London Euston,Avanti West Coast,2024-08-01,7,8,Thursday,0730,5,False
London Kings Cross,Leeds,LNER,2024-09-09,18,9,Monday,1815,0,False
London Kings Cross,Leeds,LNER,2024-11-23,8,11,Saturday,0830,4,False
Edinburgh Waverley,Glasgow Central,LNER,2024-04-05,14,4,Friday,1430,11,False
Birmingham New St,London Euston,Avanti West Coast,2024-04-27,14,4,Saturday,1415,4,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-08-13,10,8,Tuesday,1045,1,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-03-06,14,3,Wednesday,1445,2,False
Edinburgh Waverley,Glasgow Central,LNER,2024-02-10,17,2,Saturday,1715,4,False
London Waterloo,Southampton Central,South Western Railway,2024-12-16,19,12,Monday,1915,2,False
Birmingham New St,London Euston,Avanti West Coast,2024-02-22,9,2,Thursday,0915,0,False
London Paddington,Bristol Temple Meads,Great Western Railway,2024-05-31,17,5,Friday,1700,1,False
London Waterloo,Southampton Central,South Western Railway,2024-11-21,18,11,Thursday,1800,6,False
London Victoria,Gatwick Airport,Southern,2024-03-13,15,3,Wednesday,1545,7,False
London Paddington,Cardiff Central,Great Western Railway,2024-05-18,21,5,Saturday,2115,0,False
London Paddington,Cardiff Central,Great Western Railway,2024-03-03,17,3,Sunday,1730,12,False
London Victoria,Gatwick Airport,Southern,2024-03-25,16,3,Monday,1645,24,False
London Waterloo,Southampton Central,South Western Railway,2024-04-25,8,4,Thursday,0845,4,False
